"","X","idno","cntry","agea","eisced","gndr","rlgdgr","domicil","blgetmg","hinctnta","uemp3m","hincfel","stfdem","stfeco","gincdif","sofrdst","lrscale","trstep","trstun","stfgov","euftf","imsmetn","imdfetn","impcntr","imbgeco","imwbcnt","polintr","psppsgva","psppipla","frprtpl","freehms","hmsacld","atchctr","imueclt","impenv","vote_pop_2","elec_system","pop_choice_2","GDP","occup","vote_eu","pop_att"
"13749",23771,21768,"LT",63,6,2,10,3,2,4,2,2,2,5,1,4,10,5,5,4,10,2,2,2,10,10,2,2,4,4,3,3,10,6,2,0,"Mixed","rv",2.304284733,4,1,1.66666666666667
"13750",23773,21892,"LT",75,4,2,8,3,2,2,2,2,3,4,1,3,6,7,5,3,10,3,3,3,7,7,4,2,1,1,4,5,7,3,2,4,"Mixed","rv",2.304284733,8,1,2.33333333333333
"13751",23778,22180,"LT",75,1,2,8,3,2,1,2,3,5,3,1,2,5,8,8,5,5,2,2,2,5,5,3,1,1,2,5,5,8,5,4,0,"Mixed","rv",2.304284733,9,1,4.66666666666667
"13752",23783,22378,"LT",28,7,2,7,4,2,9,2,2,4,4,1,3,7,6,7,4,8,2,2,2,5,7,3,2,1,2,1,2,10,7,2,0,"Mixed","rv",2.304284733,2,1,2
"13753",23784,22400,"LT",33,2,1,0,4,2,5,2,2,7,6,1,4,5,7,5,3,5,4,4,4,5,0,4,1,1,1,5,5,10,0,1,4,"Mixed","rv",2.304284733,8,1,3
"13754",23787,22486,"LT",61,4,1,0,4,2,1,1,4,6,5,1,2,5,3,2,0,5,4,4,4,0,4,4,1,1,1,5,5,8,0,2,4,"Mixed","rv",2.304284733,7,1,0
"13755",23788,22500,"LT",50,7,2,7,1,2,9,2,2,7,6,1,3,5,5,5,8,8,3,3,3,8,8,3,2,2,2,2,5,9,8,1,0,"Mixed","rv",2.304284733,5,1,5
"13756",23790,22566,"LT",66,4,2,8,4,2,4,1,2,5,5,2,2,0,5,2,8,10,1,1,2,6,6,2,1,1,3,2,3,10,6,2,0,"Mixed","rv",2.304284733,8,1,3.33333333333333
"13757",23795,22765,"LT",24,2,1,0,4,2,9,2,1,8,7,1,3,5,7,6,0,7,4,4,4,5,0,4,1,1,1,5,5,10,0,3,4,"Mixed","rv",2.304284733,8,1,1
"13758",23796,22895,"LT",44,5,2,6,3,2,5,2,2,4,6,1,2,5,6,4,0,0,2,4,2,10,2,3,1,1,1,5,5,7,4,1,0,"Mixed","rv",2.304284733,3,1,1.33333333333333
"13759",23798,22981,"LT",36,7,2,7,1,2,9,1,2,5,6,2,4,5,5,5,3,5,1,2,2,3,5,2,3,2,4,2,2,9,5,1,0,"Mixed","rv",2.304284733,4,1,3
"13760",23800,23128,"LT",59,6,1,0,3,2,1,1,2,2,2,2,4,5,1,1,1,4,1,2,3,6,6,2,3,2,2,2,4,8,7,2,3,"Mixed","rv",2.304284733,2,1,1.66666666666667
"13761",23801,23152,"LT",68,7,2,7,3,2,1,2,3,4,4,1,2,5,6,6,4,10,3,3,3,5,5,3,2,2,2,3,3,8,5,3,0,"Mixed","rv",2.304284733,2,1,6
"13762",23804,23222,"LT",20,4,2,0,1,2,3,2,2,7,4,3,4,7,6,8,6,6,1,1,2,7,8,2,3,3,3,1,1,2,8,2,0,"Mixed","rv",2.304284733,2,1,4
"13763",23808,23340,"LT",21,2,2,3,1,2,7,2,2,3,1,2,2,5,0,0,0,7,1,1,1,10,8,3,1,2,2,2,2,6,10,1,4,"Mixed","rv",2.304284733,5,1,0
"13764",23813,23463,"LT",60,4,2,9,3,2,3,2,2,2,4,2,2,3,5,5,2,2,2,2,2,2,2,2,2,2,2,4,5,9,2,3,0,"Mixed","rv",2.304284733,9,1,4.33333333333333
"13765",23814,23502,"LT",39,7,2,6,1,2,7,2,1,6,7,2,3,6,7,8,5,7,1,2,2,8,6,2,3,2,3,2,4,8,7,3,0,"Mixed","rv",2.304284733,2,1,5.66666666666667
"13766",23815,23555,"LT",60,7,1,2,1,2,9,2,1,8,8,2,5,7,5,3,2,8,1,1,1,9,7,2,4,4,4,2,3,7,7,2,0,"Mixed","rv",2.304284733,3,1,4
"13767",23817,23619,"LT",63,7,1,4,3,2,2,2,4,3,0,2,2,0,0,2,3,0,4,4,4,5,5,1,3,3,3,4,4,7,5,3,0,"Mixed","rv",2.304284733,7,1,0
"13768",23818,23667,"LT",32,5,2,6,4,2,6,2,2,3,4,2,2,5,5,5,3,9,4,4,4,5,5,4,2,2,3,4,4,7,5,3,4,"Mixed","rv",2.304284733,5,1,3.33333333333333
"13769",23821,23919,"LT",77,5,2,4,1,2,4,2,2,5,4,2,4,3,6,6,6,5,2,2,2,6,4,2,3,3,3,4,5,4,4,1,0,"Mixed","rv",2.304284733,1,1,3.66666666666667
"13770",23832,24762,"LT",74,4,2,8,4,2,1,2,4,3,4,2,4,10,5,5,3,8,3,3,3,6,6,4,2,2,3,5,5,10,5,1,0,"Mixed","rv",2.304284733,9,1,3
"13771",23833,24792,"LT",63,7,2,9,3,2,1,2,2,6,5,2,4,2,9,10,5,7,3,3,2,7,5,3,2,1,2,2,2,9,6,2,0,"Mixed","rv",2.304284733,2,1,7
"13772",23836,24868,"LT",52,2,1,8,4,2,1,1,3,3,5,2,4,5,0,0,0,10,1,2,3,2,5,2,1,1,1,3,2,10,5,4,4,"Mixed","rv",2.304284733,8,1,4
"13773",23837,25042,"LT",46,5,2,0,1,2,7,2,2,5,5,1,3,9,8,7,3,10,2,2,2,5,5,3,2,3,3,2,5,8,5,3,4,"Mixed","rv",2.304284733,3,1,2
"13774",23842,25455,"LT",83,5,2,5,4,2,1,2,2,2,1,2,3,5,1,0,1,2,2,4,4,1,1,3,2,3,2,4,5,6,0,1,0,"Mixed","rv",2.304284733,2,1,1.33333333333333
"13775",23845,25696,"LT",67,6,2,7,3,1,7,2,2,6,4,1,3,5,7,5,4,8,2,2,2,5,5,3,3,3,3,3,5,9,5,3,4,"Mixed","rv",2.304284733,2,1,2.66666666666667
"13776",23846,25705,"LT",67,4,1,5,3,2,1,1,3,5,3,1,2,5,6,1,5,10,1,1,3,10,10,2,3,2,3,2,3,10,10,4,0,"Mixed","rv",2.304284733,7,1,0
"13777",23847,25868,"LT",50,6,2,8,4,2,8,1,2,7,8,1,3,5,5,5,4,7,2,2,2,6,6,2,3,3,3,3,5,10,5,1,0,"Mixed","rv",2.304284733,2,1,4.66666666666667
"13778",23850,26022,"LT",80,1,2,5,4,2,1,2,4,4,4,3,2,3,3,3,4,10,2,2,3,4,5,3,3,2,1,3,3,9,5,3,0,"Mixed","rv",2.304284733,9,1,6
"13779",23851,26085,"LT",61,4,2,0,4,2,2,1,3,6,5,2,4,10,9,5,9,3,1,1,1,5,6,2,4,3,3,4,4,10,8,2,0,"Mixed","rv",2.304284733,7,1,6.33333333333333
"13780",23852,26140,"LT",70,2,2,8,1,2,3,2,3,3,2,1,4,10,5,5,2,3,2,3,4,5,5,3,1,1,1,5,5,9,4,3,0,"Mixed","rv",2.304284733,5,2,2.33333333333333
"13781",23853,26172,"LT",40,4,1,4,4,2,9,2,1,5,4,1,5,7,5,6,5,7,1,1,1,6,6,2,3,1,3,3,5,2,4,4,0,"Mixed","rv",2.304284733,3,1,1.33333333333333
"13782",23856,26268,"LT",25,6,2,10,4,2,2,1,2,6,5,2,4,0,5,6,5,10,3,2,2,5,5,3,2,2,3,4,4,9,5,1,4,"Mixed","rv",2.304284733,5,1,4.66666666666667
"13783",23857,26348,"LT",58,5,1,6,1,2,3,1,1,3,5,3,5,4,7,8,2,10,1,3,1,8,5,1,1,1,4,4,5,7,1,2,0,"Mixed","rv",2.304284733,7,1,4
"13784",23863,26586,"LT",39,6,2,7,1,1,6,2,3,5,3,2,3,5,4,6,4,5,2,4,4,2,3,3,2,2,3,4,5,8,1,2,0,"Mixed","rv",2.304284733,5,1,4
"13785",23864,26601,"LT",57,4,2,3,3,2,4,1,2,8,8,2,2,2,3,8,5,6,2,1,2,10,10,3,2,2,2,2,4,10,9,2,3,"Mixed","rv",2.304284733,9,1,1.33333333333333
"13786",23865,26615,"LT",46,6,2,7,1,2,8,2,2,3,3,2,5,1,5,5,3,6,2,3,3,4,6,3,2,2,2,4,5,10,6,3,0,"Mixed","rv",2.304284733,5,1,1.66666666666667
"13787",23866,26691,"LT",38,3,2,0,4,2,6,2,2,7,7,1,4,5,6,4,0,6,4,4,4,7,5,4,1,1,1,5,5,10,2,1,4,"Mixed","rv",2.304284733,5,1,0
"13788",23869,26722,"LT",61,2,2,5,4,2,1,1,4,4,3,1,2,4,3,1,3,10,1,3,3,6,0,2,2,1,2,3,5,6,1,1,3,"Mixed","rv",2.304284733,5,1,1
"13789",23871,26791,"LT",56,4,2,5,3,2,7,1,2,4,4,2,3,3,7,9,4,4,2,2,3,5,4,3,2,1,2,4,5,8,5,4,0,"Mixed","rv",2.304284733,5,1,3
"13790",23872,26973,"LT",53,3,1,4,4,2,2,2,1,5,3,3,4,5,4,5,3,8,1,4,4,3,3,3,2,3,3,3,4,7,2,1,0,"Mixed","rv",2.304284733,6,1,2.33333333333333
"13791",23874,27118,"LT",84,1,2,10,4,2,1,2,3,8,6,1,4,5,6,4,0,4,4,4,4,6,0,4,1,1,1,5,5,10,0,1,0,"Mixed","rv",2.304284733,5,1,3
"13792",23875,27201,"LT",62,4,2,4,3,2,3,1,3,7,6,1,5,7,5,5,3,2,1,2,2,7,6,3,1,1,2,2,4,10,6,4,0,"Mixed","rv",2.304284733,2,1,1.66666666666667
"13793",23876,27363,"LT",29,2,2,3,4,2,9,2,2,0,0,1,3,0,2,0,0,10,1,4,2,5,5,3,1,2,1,4,5,10,5,1,4,"Mixed","rv",2.304284733,9,1,0.666666666666667
"13794",23877,27401,"LT",78,5,1,7,4,2,3,2,4,3,3,1,4,10,4,7,3,10,2,2,2,7,5,1,1,1,4,5,5,10,5,1,0,"Mixed","rv",2.304284733,9,1,6
"13795",23879,27540,"LT",73,6,2,7,1,2,2,2,2,2,2,1,4,5,6,6,1,2,3,3,3,4,5,3,1,1,1,5,5,9,5,4,3,"Mixed","rv",2.304284733,2,2,1.66666666666667
"13796",23880,27556,"LT",50,5,2,10,1,2,8,2,2,8,6,1,4,5,2,5,2,5,1,1,2,7,9,3,2,2,3,4,4,10,9,3,0,"Mixed","rv",2.304284733,2,1,2
"13797",23883,27606,"LT",67,5,2,8,1,2,1,1,3,5,3,2,1,2,3,3,4,5,4,4,4,6,3,3,2,2,3,2,3,7,4,3,0,"Mixed","rv",2.304284733,2,2,2.33333333333333
"13798",23886,27675,"LT",36,6,2,7,1,2,10,2,1,7,7,2,3,5,7,7,5,7,2,3,3,8,8,3,4,2,4,2,5,9,5,1,4,"Mixed","rv",2.304284733,1,1,4.66666666666667
"13799",23890,27863,"LT",32,3,1,3,1,2,8,2,2,1,7,1,3,5,5,8,1,5,2,2,2,5,9,3,2,2,2,3,4,3,9,2,4,"Mixed","rv",2.304284733,8,1,3.33333333333333
"13800",23892,27936,"LT",77,7,2,7,1,2,7,2,2,8,3,2,4,10,6,6,6,8,2,2,2,5,6,1,3,2,2,4,4,10,5,1,0,"Mixed","rv",2.304284733,2,1,3.33333333333333
"13801",23897,28110,"LT",47,3,1,0,4,2,1,2,4,8,6,1,2,5,7,5,2,6,4,4,4,7,0,4,1,1,1,5,5,10,0,1,4,"Mixed","rv",2.304284733,8,1,2
"13802",23899,28166,"LT",58,5,2,6,1,2,1,1,4,3,2,2,4,5,1,5,2,1,3,4,3,6,1,4,2,1,3,4,5,8,2,1,4,"Mixed","rv",2.304284733,2,1,1
"13803",23901,28182,"LT",53,6,2,5,4,2,7,2,1,5,7,2,4,6,7,8,5,6,2,2,1,6,5,3,3,2,3,2,3,7,7,4,4,"Mixed","rv",2.304284733,4,1,4.66666666666667
"13804",23902,28207,"LT",65,4,1,2,3,2,1,1,4,4,4,1,4,10,3,6,4,10,4,4,4,0,0,3,2,2,2,5,5,10,0,6,0,"Mixed","rv",2.304284733,9,1,3
"13805",23905,28264,"LT",53,5,2,6,3,2,3,2,3,3,4,1,2,3,1,1,4,2,3,3,3,6,5,3,3,1,2,1,2,7,4,2,0,"Mixed","rv",2.304284733,2,1,1.66666666666667
"13806",23906,28265,"LT",59,4,1,0,4,2,1,2,4,6,5,1,4,5,6,6,0,4,4,4,4,3,0,4,1,1,1,5,5,10,0,1,0,"Mixed","rv",2.304284733,4,1,0
"13807",23907,28316,"LT",52,6,1,2,4,2,8,2,2,4,3,2,4,7,8,8,3,7,4,4,2,5,4,2,3,3,3,3,4,6,5,5,4,"Mixed","rv",2.304284733,8,1,5.33333333333333
"13808",23908,28340,"LT",39,6,2,7,3,2,5,1,2,2,3,1,4,5,3,3,3,10,2,2,2,5,5,4,2,2,2,4,4,9,7,1,4,"Mixed","rv",2.304284733,2,1,2
"13809",23911,28361,"LT",64,6,2,5,3,2,3,2,3,5,2,2,3,2,4,3,2,4,2,2,2,7,9,2,3,2,2,3,3,6,5,3,0,"Mixed","rv",2.304284733,3,1,2
"13810",23915,28492,"LT",69,5,2,10,3,2,3,2,3,5,3,1,2,5,0,0,0,0,4,4,4,4,3,4,1,1,1,5,5,10,0,3,0,"Mixed","rv",2.304284733,9,1,0
"13811",23923,28822,"LT",79,2,1,10,4,2,1,2,2,5,5,3,4,5,6,6,4,9,3,4,4,4,5,2,3,3,1,5,5,5,5,1,0,"Mixed","rv",2.304284733,6,1,5
"13812",23924,28945,"LT",44,7,2,6,1,2,5,2,2,5,3,1,4,7,1,4,0,3,2,2,2,4,5,3,3,2,2,2,5,10,0,3,0,"Mixed","rv",2.304284733,2,2,0
"13813",23926,29025,"LT",50,7,2,8,1,2,7,2,2,2,2,1,5,4,3,3,3,5,2,2,2,2,2,3,1,3,3,2,5,7,5,1,0,"Mixed","rv",2.304284733,7,1,0.666666666666667
"13814",23929,29130,"LT",84,5,1,3,1,2,2,2,2,6,4,2,2,4,7,9,6,7,3,4,3,2,1,2,2,2,2,4,5,9,1,1,0,"Mixed","rv",2.304284733,7,1,4.66666666666667
"13815",23931,29302,"LT",52,7,2,5,3,2,4,2,2,8,7,3,4,5,9,9,7,5,2,2,2,6,5,2,4,3,4,2,4,7,5,4,3,"Mixed","rv",2.304284733,4,1,6.66666666666667
"13816",23932,29473,"LT",69,7,1,5,3,2,3,2,2,3,5,2,4,5,4,4,2,10,2,2,3,3,5,2,3,1,2,3,5,9,2,3,0,"Mixed","rv",2.304284733,2,1,0.666666666666667
"13817",23933,29523,"LT",56,6,1,8,3,2,2,2,2,7,8,1,4,0,5,10,0,10,1,1,2,10,5,2,3,2,2,4,4,10,10,2,0,"Mixed","rv",2.304284733,5,1,3.66666666666667
"13818",23935,29583,"LT",79,4,1,7,3,2,1,2,3,6,3,2,4,10,4,4,5,5,2,3,3,4,3,2,1,1,3,4,4,8,3,1,0,"Mixed","rv",2.304284733,7,1,2.66666666666667
"13819",23937,29675,"LT",57,4,2,5,4,2,3,2,2,2,4,1,2,5,5,5,3,5,1,3,2,2,5,3,1,1,1,3,5,10,4,1,0,"Mixed","rv",2.304284733,9,1,1
"13820",23940,29808,"LT",77,5,1,6,4,2,2,2,2,2,8,1,2,2,2,0,7,10,1,2,2,8,8,1,1,1,3,2,3,8,7,1,0,"Mixed","rv",2.304284733,9,2,4
"13821",23941,29827,"LT",81,5,2,8,1,2,5,2,2,9,8,2,4,5,7,8,7,8,2,2,4,7,6,2,2,2,2,4,4,10,4,1,0,"Mixed","rv",2.304284733,3,1,3
"13822",23942,29839,"LT",41,2,2,2,2,2,4,1,2,2,2,3,2,4,5,6,2,4,3,3,2,5,4,2,2,2,2,3,5,7,5,1,3,"Mixed","rv",2.304284733,5,1,4.33333333333333
"13823",23943,29889,"LT",29,6,2,8,3,2,4,2,3,6,5,1,5,6,5,5,5,7,2,3,3,7,4,4,3,3,3,4,5,8,5,6,0,"Mixed","rv",2.304284733,4,1,6
"13824",23945,30001,"LT",50,6,2,5,3,2,4,2,2,5,4,1,5,5,4,2,0,0,4,4,4,4,4,4,1,1,1,5,5,10,0,1,0,"Mixed","rv",2.304284733,4,1,0
"13825",23946,30171,"LT",28,6,2,7,4,2,7,1,2,7,6,2,2,3,7,7,5,8,1,2,3,7,7,2,2,2,4,3,4,10,5,2,0,"Mixed","rv",2.304284733,4,1,5
"13826",23947,30269,"LT",27,2,2,5,3,2,4,2,3,5,5,2,3,5,5,5,5,10,3,3,3,5,5,4,2,2,2,3,3,10,5,3,0,"Mixed","rv",2.304284733,7,1,5.33333333333333
"13827",23949,30318,"LT",35,4,2,3,4,2,9,2,1,7,7,1,5,5,5,4,5,4,4,4,4,3,2,4,1,1,1,5,5,10,2,1,0,"Mixed","rv",2.304284733,5,1,2.33333333333333
"13828",23951,30353,"LT",84,1,2,7,4,2,1,2,3,6,5,1,3,5,6,5,0,0,4,4,4,0,0,4,1,1,1,5,5,10,0,1,0,"Mixed","rv",2.304284733,9,1,2.33333333333333
"13829",23952,30370,"LT",61,5,2,0,4,2,1,1,3,4,6,1,4,5,7,7,5,10,2,2,2,4,5,3,2,3,3,2,5,5,6,1,0,"Mixed","rv",2.304284733,9,1,4.66666666666667
"13830",23956,30636,"LT",68,7,2,3,1,2,8,2,2,5,4,2,5,7,8,7,5,7,3,3,3,6,6,2,3,4,3,3,5,9,5,1,0,"Mixed","rv",2.304284733,2,1,4.66666666666667
"13831",23957,30694,"LT",77,7,2,6,1,2,2,2,2,5,6,2,4,2,7,8,2,10,2,3,2,7,4,2,2,2,4,5,5,10,6,2,0,"Mixed","rv",2.304284733,2,1,2
"13832",23958,30856,"LT",39,6,2,7,4,2,2,2,2,8,4,2,2,5,5,4,4,10,2,2,3,10,4,3,3,3,3,2,3,10,5,2,0,"Mixed","rv",2.304284733,2,1,4.66666666666667
"13833",23959,30868,"LT",84,7,2,10,4,2,4,2,2,8,7,1,3,0,7,7,7,6,2,2,2,6,6,2,3,2,3,3,5,10,5,3,0,"Mixed","rv",2.304284733,2,1,5.66666666666667
"13834",23960,30926,"LT",62,6,1,5,1,2,8,2,2,4,3,1,4,5,7,8,3,3,2,4,2,5,5,3,1,1,1,4,5,10,5,3,0,"Mixed","rv",2.304284733,9,1,2.33333333333333
"13835",23962,30939,"LT",32,6,2,7,1,2,10,2,2,8,7,2,3,5,6,5,8,9,3,3,3,7,7,3,3,2,3,1,5,9,5,1,0,"Mixed","rv",2.304284733,4,1,5
"13836",23963,30971,"LT",63,4,1,6,3,2,3,2,1,5,7,2,2,5,4,3,5,8,2,2,3,8,8,2,2,3,2,3,4,8,8,4,0,"Mixed","rv",2.304284733,1,1,2.66666666666667
"13837",23967,31185,"LT",71,4,2,6,3,2,5,2,1,6,4,2,1,6,9,7,5,7,2,3,2,6,7,3,1,3,2,4,4,9,4,3,4,"Mixed","rv",2.304284733,9,1,7.33333333333333
"13838",23971,31275,"LT",61,4,2,9,4,2,2,1,3,6,6,2,2,0,7,8,7,10,4,4,4,0,0,2,2,2,3,1,5,10,0,1,0,"Mixed","rv",2.304284733,9,1,4
"13839",23973,31343,"LT",45,6,2,7,1,2,8,2,2,3,3,1,4,5,5,5,3,7,3,3,3,5,5,3,2,2,2,4,5,9,5,4,0,"Mixed","rv",2.304284733,4,1,2.66666666666667
"13840",23974,31424,"LT",73,5,1,8,4,2,1,2,2,8,8,3,4,5,6,6,8,10,4,4,4,4,5,2,3,3,2,5,5,10,4,3,0,"Mixed","rv",2.304284733,8,1,4.66666666666667
"13841",23976,31481,"LT",66,5,2,10,4,2,1,1,2,2,3,1,4,5,0,1,2,5,4,4,4,10,3,2,1,1,2,5,5,10,1,2,3,"Mixed","rv",2.304284733,2,1,0
"13842",23977,31533,"LT",54,4,1,7,4,2,1,2,3,7,7,2,4,3,7,7,7,8,1,1,2,2,7,2,2,2,2,2,5,10,7,2,0,"Mixed","rv",2.304284733,7,1,4.66666666666667
"13843",23979,31537,"LT",90,1,1,10,3,2,5,2,2,5,5,1,4,5,0,0,5,4,2,2,3,8,10,3,2,1,2,2,5,10,5,1,0,"Mixed","rv",2.304284733,7,1,1
"13844",23980,31569,"LT",70,2,2,8,3,2,4,2,3,3,3,1,3,1,5,5,2,2,2,3,3,4,5,3,1,1,1,5,5,9,5,4,0,"Mixed","rv",2.304284733,9,2,1.66666666666667
"13845",23982,31673,"LT",24,4,2,7,4,2,3,2,2,6,7,3,3,5,8,9,7,6,3,2,4,2,4,2,3,4,4,3,3,9,4,2,0,"Mixed","rv",2.304284733,5,1,6
"13846",23983,31696,"LT",65,7,1,2,3,2,2,2,2,5,5,2,3,5,8,8,5,8,2,2,3,5,5,1,3,3,3,2,2,4,5,4,0,"Mixed","rv",2.304284733,3,1,7.33333333333333
"13847",23989,31972,"LT",62,5,1,0,4,2,4,2,2,8,6,1,4,5,6,4,0,7,4,4,4,6,5,4,1,1,1,5,5,9,2,2,0,"Mixed","rv",2.304284733,8,1,2.66666666666667
"13848",23992,32044,"LT",89,1,2,10,4,2,1,2,3,5,4,1,2,5,6,4,0,0,4,4,4,7,0,4,1,1,1,5,5,10,0,1,0,"Mixed","rv",2.304284733,9,1,1.33333333333333
"13849",23993,32061,"LT",70,5,2,4,1,2,2,1,3,4,6,2,5,4,3,3,7,1,2,3,3,7,4,2,3,3,3,2,5,10,7,1,0,"Mixed","rv",2.304284733,9,1,4.33333333333333
"13850",23994,32066,"LT",72,5,2,7,5,2,1,2,4,2,2,2,2,5,5,6,2,0,2,2,2,5,4,4,2,2,2,5,5,10,6,3,4,"Mixed","rv",2.304284733,3,1,7
"13851",23995,32190,"LT",47,5,1,5,4,2,5,1,2,5,7,2,4,5,1,1,3,10,1,2,3,5,7,3,3,2,3,3,4,10,5,3,4,"Mixed","rv",2.304284733,7,1,2.33333333333333
"13852",23997,32217,"LT",70,7,1,9,1,2,4,2,1,8,6,1,4,10,7,8,6,9,2,2,2,8,7,3,3,2,4,2,5,10,7,1,0,"Mixed","rv",2.304284733,2,1,5
"13853",23999,32392,"LT",66,4,2,8,4,2,1,2,3,2,1,2,2,3,5,4,3,10,3,3,3,9,5,4,2,1,3,2,4,8,5,4,4,"Mixed","rv",2.304284733,5,2,4.66666666666667
"13854",24001,32447,"LT",45,5,2,7,3,2,7,1,2,7,6,3,3,3,7,8,7,0,2,3,4,4,4,4,3,3,4,3,4,7,5,3,0,"Mixed","rv",2.304284733,3,1,2.66666666666667
"13855",24005,32586,"LT",62,5,1,1,1,2,5,2,2,3,2,2,2,3,5,4,7,4,2,2,2,4,4,2,2,2,2,4,5,9,5,2,0,"Mixed","rv",2.304284733,5,1,2.66666666666667
"13856",24006,32728,"LT",66,5,2,10,4,2,7,2,1,7,7,2,3,6,5,6,3,10,2,2,2,7,5,2,3,2,2,2,5,10,7,1,0,"Mixed","rv",2.304284733,4,1,2.66666666666667
"13857",24008,32828,"LT",31,6,2,6,1,2,8,2,2,6,4,2,4,5,7,8,4,7,2,2,2,6,6,2,3,3,3,2,3,8,6,2,0,"Mixed","rv",2.304284733,4,1,2.33333333333333
"13858",24012,32940,"LT",67,5,1,5,1,2,2,1,3,2,3,2,4,4,5,5,2,5,2,2,2,7,7,3,3,3,3,4,5,10,8,1,0,"Mixed","rv",2.304284733,8,1,3
"13859",24015,32980,"LT",41,5,2,8,1,2,5,1,2,6,6,2,4,5,7,7,7,8,2,2,2,7,7,3,2,2,3,2,4,8,7,1,4,"Mixed","rv",2.304284733,3,1,6.33333333333333
"13860",24024,33321,"LT",65,5,2,7,3,2,4,2,3,2,7,1,2,5,2,6,9,10,2,2,2,10,6,2,1,1,2,2,5,10,0,1,0,"Mixed","rv",2.304284733,5,1,1.33333333333333
"13861",24026,33344,"LT",24,5,2,4,3,2,4,2,3,3,6,2,2,5,8,7,4,9,2,2,3,6,6,3,2,2,2,3,5,8,5,2,0,"Mixed","rv",2.304284733,7,1,4
"13862",24031,33844,"LT",49,7,2,6,2,2,6,2,2,6,7,2,5,7,6,6,7,10,2,2,2,8,7,2,3,3,3,2,3,10,6,2,0,"Mixed","rv",2.304284733,4,1,5
"13863",24033,33907,"LT",28,5,1,5,1,2,10,1,2,4,3,1,4,5,5,5,3,5,2,3,2,5,5,3,2,2,2,2,4,10,5,3,4,"Mixed","rv",2.304284733,7,1,2.33333333333333
"13864",24037,34010,"LT",67,5,2,9,1,2,1,2,2,6,6,2,2,5,5,5,5,5,3,3,3,7,9,3,2,1,4,2,5,10,7,1,0,"Mixed","rv",2.304284733,5,1,5
"13865",24044,34417,"LT",32,7,2,4,1,2,9,2,2,4,6,2,4,5,2,7,4,7,2,2,3,5,5,4,2,2,3,3,5,6,5,1,0,"Mixed","rv",2.304284733,1,1,1
"13866",24046,34601,"LT",69,5,2,6,4,2,1,1,2,3,4,2,3,7,0,0,2,0,1,2,2,5,4,2,3,2,2,3,4,9,4,2,0,"Mixed","rv",2.304284733,5,1,3.33333333333333
"13867",24050,34799,"LT",59,2,2,10,4,2,5,2,2,5,2,1,3,3,3,5,3,7,2,3,2,7,3,1,3,2,3,4,5,9,5,1,0,"Mixed","rv",2.304284733,9,1,2.33333333333333
"13868",24051,34864,"LT",28,6,2,5,1,2,10,2,1,10,9,2,3,2,8,10,7,7,1,1,1,7,5,3,3,3,5,5,5,10,5,1,0,"Mixed","rv",2.304284733,1,1,6.33333333333333
"13869",24057,35297,"LT",48,5,2,8,1,2,7,1,2,6,5,2,3,5,5,5,8,8,2,2,2,8,8,3,3,3,4,1,4,9,8,1,0,"Mixed","rv",2.304284733,3,1,5
"13870",24058,35328,"LT",59,4,2,7,3,2,7,1,2,4,4,1,4,10,7,9,4,10,2,2,2,2,4,3,2,2,2,5,5,10,2,2,0,"Mixed","rv",2.304284733,5,1,3
"13871",24059,35342,"LT",69,2,2,8,4,2,1,1,3,4,3,1,4,10,4,7,4,7,1,1,2,5,5,4,1,1,3,5,5,10,5,2,0,"Mixed","rv",2.304284733,9,1,2
"13872",24060,35381,"LT",41,4,1,2,3,2,6,1,3,6,5,3,5,6,8,10,4,0,1,1,1,8,6,2,3,3,3,2,3,10,8,2,0,"Mixed","rv",2.304284733,7,1,5
"13873",24061,35413,"LT",59,6,2,10,1,2,3,2,3,6,6,1,4,6,5,5,0,3,2,2,3,3,5,1,2,3,3,5,5,10,5,1,0,"Mixed","rv",2.304284733,2,1,0
"13874",24065,35572,"LT",58,4,1,1,1,2,4,2,2,2,2,2,4,4,1,3,1,1,1,3,4,1,2,3,1,2,2,5,5,10,2,5,4,"Mixed","rv",2.304284733,7,2,0.666666666666667
"13875",24067,35671,"LT",59,5,1,0,4,2,1,2,4,7,7,1,2,5,4,3,0,0,4,4,4,4,0,4,1,1,1,5,5,10,0,2,4,"Mixed","rv",2.304284733,7,1,0.666666666666667
"13876",24069,35687,"LT",31,6,2,8,4,2,9,1,1,5,4,1,2,5,5,5,2,5,1,1,1,5,5,3,3,3,3,5,5,10,5,1,0,"Mixed","rv",2.304284733,2,1,4.66666666666667
"13877",24073,35757,"LT",47,2,2,6,3,2,6,2,4,2,6,2,2,5,8,9,4,0,2,2,2,4,4,4,3,1,2,5,5,10,4,2,0,"Mixed","rv",2.304284733,5,1,4
"13878",24081,36263,"LT",65,5,2,8,4,2,1,2,4,4,4,2,5,10,6,6,4,10,2,2,2,8,6,3,3,3,2,3,5,6,4,1,0,"Mixed","rv",2.304284733,5,1,2
"13879",24084,36559,"LT",70,2,1,9,1,2,1,1,3,4,2,1,3,8,5,5,4,6,4,4,4,2,3,3,3,3,3,4,4,8,2,3,0,"Mixed","rv",2.304284733,8,2,4.33333333333333
"13880",24085,36571,"LT",56,5,2,8,4,2,7,2,2,5,6,2,4,5,5,5,5,4,2,3,3,6,6,3,2,2,2,5,5,10,6,3,0,"Mixed","rv",2.304284733,2,1,3.33333333333333
