"","idno","cntry","agea","eisced","gndr","rlgdgr","domicil","blgetmg","hinctnta","uemp3m","hincfel","stfdem","stfeco","gincdif","sofrdst","lrscale","trstep","trstun","stfgov","euftf","imsmetn","imdfetn","impcntr","imbgeco","imwbcnt","polintr","psppsgva","psppipla","frprtpl","freehms","hmsacld","atchctr","imueclt","impenv","vote_pop_1","elec_system","pop_choice_1","GDP","occup","vote_eu","pop_att"
"10979",59413,"GB",47,3,1,1,4,2,3,1,2,0,0,1,2,3,5,5,0,5,1,1,1,6,8,4,1,2,3,1,1,0,8,1,0,"Majoritarian","r",1.779410135,5,1,0
"10980",59449,"GB",59,5,1,0,3,2,3,2,2,7,3,4,4,5,0,6,3,2,2,2,2,5,5,3,2,2,4,1,2,9,2,1,0,"Majoritarian","r",1.779410135,8,2,2.33333333333333
"10981",59483,"GB",65,3,2,4,2,2,6,2,2,6,7,3,3,8,2,5,7,5,2,3,3,4,4,3,1,3,3,1,2,8,4,1,0,"Majoritarian","r",1.779410135,3,2,3.66666666666667
"10982",59566,"GB",65,7,1,2,3,2,4,2,1,7,8,2,3,6,7,6,7,8,2,2,3,8,8,2,3,3,4,1,2,6,8,2,0,"Majoritarian","r",1.779410135,1,1,7
"10983",59620,"GB",59,6,1,5,2,2,4,1,1,6,7,3,4,7,2,5,4,2,2,2,2,5,4,1,3,3,4,2,4,9,4,1,0,"Majoritarian","r",1.779410135,3,2,4
"10984",59654,"GB",61,1,2,7,3,2,7,2,1,5,3,1,1,5,5,5,3,6,3,3,3,3,3,3,1,1,2,1,1,10,3,1,0,"Majoritarian","r",1.779410135,5,2,5
"10985",59767,"GB",53,3,1,6,3,2,3,2,2,6,3,3,4,4,1,5,2,0,2,2,2,6,6,2,3,2,2,1,2,10,5,1,0,"Majoritarian","r",1.779410135,7,2,4.33333333333333
"10986",59772,"GB",90,1,2,8,3,2,7,2,1,6,7,2,3,6,6,6,6,6,2,2,3,8,8,2,3,3,3,2,2,6,8,3,0,"Majoritarian","r",1.779410135,4,1,6
"10987",60152,"GB",26,6,2,0,2,2,3,1,1,8,7,2,2,5,8,8,6,5,1,1,1,8,8,4,3,3,3,1,1,5,8,2,4,"Majoritarian","r",1.779410135,5,1,7.33333333333333
"10988",60306,"GB",46,4,1,7,1,1,5,1,2,8,5,3,4,4,5,6,7,7,2,2,2,7,6,2,4,4,4,2,3,10,6,1,0,"Majoritarian","r",1.779410135,8,2,5.66666666666667
"10989",60355,"GB",90,5,2,9,2,2,5,2,1,7,6,2,4,7,5,6,7,3,2,2,2,6,6,2,2,3,4,2,4,9,7,2,0,"Majoritarian","r",1.779410135,2,2,5.66666666666667
"10990",60504,"GB",87,6,2,10,3,2,1,2,2,8,4,2,4,4,5,7,5,5,2,2,2,6,5,2,3,3,5,1,3,8,7,1,0,"Majoritarian","r",1.779410135,2,1,8.66666666666667
"10991",60526,"GB",58,7,1,7,4,2,10,2,1,9,7,4,3,5,2,6,4,2,2,2,2,8,5,1,3,3,3,2,3,9,7,5,0,"Majoritarian","r",1.779410135,2,2,3.33333333333333
"10992",60546,"GB",51,2,2,2,3,2,6,2,1,5,4,2,1,5,2,3,3,5,2,2,2,4,5,2,2,3,3,1,2,6,3,3,0,"Majoritarian","r",1.779410135,5,1,0.666666666666667
"10993",60566,"GB",22,7,1,0,1,2,7,1,2,3,3,1,2,0,2,2,2,8,1,1,1,10,10,2,2,2,2,1,1,4,9,1,4,"Majoritarian","r",1.779410135,2,1,1.66666666666667
"10994",60582,"GB",73,2,2,8,3,2,4,2,1,4,2,1,1,6,2,5,1,5,2,3,3,2,1,3,2,2,4,2,2,9,6,3,0,"Majoritarian","r",1.779410135,1,1,3.33333333333333
"10995",60591,"GB",40,5,1,8,3,1,3,1,3,8,7,2,1,5,4,1,5,5,2,3,3,6,5,2,4,3,3,2,4,7,5,1,4,"Majoritarian","r",1.779410135,9,1,4
"10996",60616,"GB",73,1,1,2,1,2,7,2,2,3,4,2,2,3,0,0,0,2,2,2,2,7,5,4,2,1,2,2,2,5,6,2,0,"Majoritarian","r",1.779410135,8,2,0
"10997",60620,"GB",84,1,2,5,4,2,2,1,1,2,8,3,4,6,5,5,2,3,3,3,4,6,2,2,2,2,3,2,3,10,5,2,0,"Majoritarian","r",1.779410135,2,2,5.33333333333333
"10998",60637,"GB",36,1,2,0,3,2,2,1,2,8,2,2,1,2,0,4,0,0,4,4,4,5,7,2,2,1,1,2,2,0,5,2,0,"Majoritarian","r",1.779410135,1,2,0.666666666666667
"10999",60758,"GB",37,6,2,7,4,2,9,2,2,8,6,4,4,5,7,8,7,7,1,1,1,8,9,1,3,3,4,1,1,8,8,3,0,"Majoritarian","r",1.779410135,1,1,5.66666666666667
"11000",60924,"GB",43,5,2,0,3,2,1,2,4,5,0,2,3,4,5,3,0,3,1,1,2,5,5,1,2,1,1,2,2,0,7,3,0,"Majoritarian","r",1.779410135,5,2,1
"11001",60933,"GB",56,4,1,5,4,2,8,2,1,9,8,4,5,8,0,7,0,0,3,3,4,5,1,1,2,2,4,2,5,10,2,2,0,"Majoritarian","r",1.779410135,1,2,0
"11002",61032,"GB",73,1,2,3,3,2,2,1,1,2,4,1,2,3,3,3,1,3,2,3,4,2,1,4,1,2,2,1,3,7,2,2,0,"Majoritarian","r",1.779410135,5,1,1.66666666666667
"11003",61039,"GB",77,4,2,3,4,2,1,2,1,7,5,2,4,8,4,6,7,5,3,2,3,8,4,2,3,4,4,1,1,10,7,1,0,"Majoritarian","r",1.779410135,7,1,6
"11004",61074,"GB",30,4,2,0,4,2,5,1,2,5,6,3,2,5,4,5,5,5,2,2,2,5,5,3,3,3,3,1,1,7,7,2,0,"Majoritarian","r",1.779410135,2,1,4.33333333333333
"11005",61260,"GB",45,7,2,0,3,2,1,1,4,3,3,2,3,5,2,2,2,4,3,3,3,5,3,3,3,2,3,1,1,1,0,1,4,"Majoritarian","r",1.779410135,5,1,2.33333333333333
"11006",61296,"GB",87,7,1,2,3,2,7,2,1,3,4,3,3,8,0,4,5,2,3,3,3,6,3,2,1,2,2,2,5,7,7,1,0,"Majoritarian","r",1.779410135,1,2,3
"11007",61303,"GB",51,3,2,0,3,2,6,1,2,9,8,4,4,7,6,6,9,5,2,2,2,5,6,2,4,4,4,2,2,6,6,2,0,"Majoritarian","r",1.779410135,4,1,9
"11008",61318,"GB",54,7,2,8,4,2,8,2,1,8,8,1,1,2,9,9,6,10,1,1,1,10,10,1,4,4,5,1,2,8,10,1,0,"Majoritarian","r",1.779410135,2,1,7
"11009",61431,"GB",60,6,1,0,4,2,7,2,1,5,5,4,4,7,6,8,2,2,2,2,2,5,5,2,2,4,4,2,3,1,3,1,0,"Majoritarian","r",1.779410135,2,2,4.33333333333333
"11010",61470,"GB",56,4,2,5,3,2,3,1,2,5,5,2,4,6,6,6,4,7,1,1,1,6,8,2,3,3,3,1,1,7,8,4,0,"Majoritarian","r",1.779410135,1,1,5.33333333333333
"11011",61483,"GB",18,2,1,6,4,2,1,1,2,5,4,3,4,6,5,7,6,5,1,1,1,7,5,3,3,4,4,2,2,3,5,4,4,"Majoritarian","r",1.779410135,9,1,4.66666666666667
"11012",61537,"GB",27,7,2,6,3,2,7,2,1,7,5,3,3,4,5,5,5,5,2,2,2,5,9,3,3,3,4,1,2,4,9,1,0,"Majoritarian","r",1.779410135,1,1,4
"11013",61571,"GB",76,1,1,10,2,2,3,2,2,5,6,3,3,4,6,7,5,6,2,2,2,7,5,2,3,3,4,1,2,8,8,2,4,"Majoritarian","r",1.779410135,9,1,7
"11014",61652,"GB",41,6,2,8,3,1,8,1,2,5,2,2,3,5,1,5,3,0,2,2,3,4,8,3,2,2,3,2,3,1,8,5,0,"Majoritarian","r",1.779410135,4,2,2.33333333333333
"11015",61919,"GB",48,2,1,3,2,2,5,1,2,8,7,2,3,5,4,4,6,5,2,2,2,6,7,2,3,3,3,2,4,5,3,2,0,"Majoritarian","r",1.779410135,9,1,4
"11016",62009,"GB",61,1,1,3,2,2,6,2,1,5,6,2,2,5,5,5,6,6,2,2,2,6,2,3,4,3,3,4,4,7,6,1,0,"Majoritarian","r",1.779410135,4,2,6.33333333333333
"11017",62018,"GB",50,7,1,3,2,2,7,2,2,6,7,2,3,6,4,4,6,6,3,3,3,9,7,1,3,3,3,2,2,8,7,1,0,"Majoritarian","r",1.779410135,2,1,4
"11018",62083,"GB",55,4,1,5,5,2,10,2,2,0,2,2,2,5,0,7,0,5,2,2,2,9,5,3,1,1,2,1,2,5,5,1,4,"Majoritarian","r",1.779410135,7,2,0.333333333333333
"11019",62106,"GB",38,7,2,0,4,2,10,2,1,3,4,2,4,5,4,6,2,4,2,2,2,10,10,2,2,2,2,1,1,10,8,4,0,"Majoritarian","r",1.779410135,2,1,5
"11020",62273,"GB",65,1,1,0,2,2,1,2,2,5,4,2,2,4,2,6,5,3,4,4,4,5,4,3,2,1,2,2,3,7,4,5,0,"Majoritarian","r",1.779410135,4,2,4
"11021",62298,"GB",39,6,2,0,3,2,6,2,1,3,3,1,2,3,7,8,1,5,1,1,1,9,10,1,2,2,2,1,1,3,9,1,0,"Majoritarian","r",1.779410135,2,1,4
"11022",62396,"GB",61,5,1,6,3,2,7,2,1,2,4,4,2,5,2,4,4,10,1,1,1,10,10,2,2,2,3,2,3,8,10,1,0,"Majoritarian","r",1.779410135,5,1,3
"11023",62463,"GB",28,6,2,0,3,2,9,2,2,10,2,4,4,5,5,5,1,6,1,1,1,9,8,1,3,3,4,1,1,10,8,1,0,"Majoritarian","r",1.779410135,1,1,1.33333333333333
"11024",62507,"GB",38,5,1,0,3,2,6,2,1,5,6,2,2,5,4,5,5,6,1,3,4,7,3,2,4,3,3,2,2,6,7,1,4,"Majoritarian","r",1.779410135,4,1,4.66666666666667
"11025",62530,"GB",59,7,2,6,4,2,8,2,2,6,4,2,4,4,7,8,4,5,2,2,2,6,8,2,2,2,2,1,1,10,8,1,0,"Majoritarian","r",1.779410135,2,1,5.66666666666667
"11026",62553,"GB",46,2,2,0,2,2,3,1,2,5,0,2,1,6,0,3,0,3,4,4,4,0,3,3,2,2,2,2,1,8,2,3,0,"Majoritarian","r",1.779410135,5,2,1.33333333333333
"11027",62722,"GB",56,5,1,0,3,2,2,2,3,5,5,3,3,5,5,5,5,7,2,2,2,7,7,2,2,3,3,2,3,7,7,4,0,"Majoritarian","r",1.779410135,8,1,5
"11028",62735,"GB",54,6,2,3,5,2,7,2,1,7,5,2,3,4,4,6,0,5,2,2,2,8,7,2,2,2,3,1,1,9,7,2,0,"Majoritarian","r",1.779410135,2,1,3.66666666666667
"11029",62843,"GB",68,6,2,4,3,2,4,2,1,2,6,2,1,7,0,5,5,2,2,2,4,4,5,2,2,2,2,3,2,2,5,1,0,"Majoritarian","r",1.779410135,2,1,0.333333333333333
"11030",62878,"GB",29,6,1,5,3,2,8,2,2,3,2,3,4,4,4,2,2,5,2,2,2,8,8,2,1,1,2,1,1,6,9,2,0,"Majoritarian","r",1.779410135,2,1,3.33333333333333
"11031",62932,"GB",40,7,1,0,2,2,10,2,1,5,0,4,5,4,0,7,0,8,2,2,2,8,8,3,1,2,1,1,1,8,10,1,0,"Majoritarian","r",1.779410135,2,1,0
"11032",62943,"GB",38,5,1,0,3,2,7,2,2,5,5,3,2,5,5,8,3,5,2,2,2,7,8,3,3,3,3,2,2,8,7,2,0,"Majoritarian","r",1.779410135,1,2,4.66666666666667
"11033",62968,"GB",43,6,2,5,3,2,5,2,2,3,3,1,3,5,5,5,3,5,2,2,2,10,9,3,3,2,3,1,1,8,6,1,0,"Majoritarian","r",1.779410135,5,1,2.33333333333333
"11034",63056,"GB",71,6,1,4,3,2,7,2,2,4,5,3,4,7,0,1,3,4,2,2,2,8,7,2,2,2,2,2,2,6,8,1,0,"Majoritarian","r",1.779410135,2,1,3.33333333333333
"11035",63151,"GB",19,4,1,4,4,2,8,2,1,8,7,3,5,7,3,8,6,2,3,3,3,3,4,2,4,4,4,2,3,8,3,3,0,"Majoritarian","r",1.779410135,5,2,6.33333333333333
"11036",63244,"GB",56,3,2,6,3,2,5,2,2,5,7,3,5,7,2,7,7,3,3,3,3,6,6,3,2,2,2,2,2,8,6,2,0,"Majoritarian","r",1.779410135,5,2,4.33333333333333
"11037",63274,"GB",38,6,2,10,3,1,8,2,1,8,8,2,2,5,8,7,7,5,2,2,2,5,10,1,5,3,4,2,1,8,10,2,0,"Majoritarian","r",1.779410135,2,2,7.33333333333333
"11038",63332,"GB",82,2,2,8,4,2,2,2,2,8,5,2,4,5,2,2,2,2,2,3,2,5,4,3,2,2,2,2,4,10,5,1,0,"Majoritarian","r",1.779410135,3,2,3
"11039",63356,"GB",84,1,1,3,4,2,3,2,1,8,8,4,2,8,1,6,6,3,3,3,3,4,4,3,3,2,3,1,2,10,5,2,0,"Majoritarian","r",1.779410135,7,2,2.66666666666667
"11040",63375,"GB",21,6,1,4,3,2,3,2,1,4,5,1,1,6,1,5,4,4,1,1,1,7,7,2,3,2,3,1,1,8,5,2,4,"Majoritarian","r",1.779410135,3,2,3
"11041",63485,"GB",43,6,1,3,4,2,10,2,1,2,1,2,3,3,5,8,0,5,2,2,2,10,10,2,2,2,2,1,1,2,10,2,0,"Majoritarian","r",1.779410135,2,1,2.66666666666667
"11042",63503,"GB",75,7,1,6,2,2,7,2,1,3,3,4,5,9,0,2,1,0,2,4,4,2,2,2,3,3,3,5,5,8,1,4,3,"Majoritarian","r",1.779410135,2,2,1.66666666666667
"11043",63531,"GB",74,7,2,5,3,2,5,2,2,4,3,1,1,3,6,7,2,6,1,1,1,10,10,2,3,3,3,1,1,10,10,1,0,"Majoritarian","r",1.779410135,2,1,6
"11044",63570,"GB",52,6,2,1,1,2,8,2,1,6,6,2,4,4,7,8,3,6,2,2,2,8,9,1,3,3,4,2,1,8,9,2,0,"Majoritarian","r",1.779410135,5,1,7
"11045",63615,"GB",39,6,2,0,3,2,10,2,1,5,4,1,2,0,3,5,2,5,1,1,1,8,8,3,2,1,2,1,1,6,8,1,0,"Majoritarian","r",1.779410135,2,1,1.33333333333333
"11046",63652,"GB",74,4,1,0,2,2,4,2,2,8,5,1,2,4,0,8,0,8,3,3,3,8,5,1,2,1,4,1,3,6,7,2,0,"Majoritarian","r",1.779410135,2,1,2.33333333333333
"11047",63676,"GB",24,5,1,2,3,2,3,2,2,3,3,1,2,5,2,2,0,3,3,3,3,5,3,3,2,3,3,1,1,8,2,2,4,"Majoritarian","r",1.779410135,2,2,0.333333333333333
"11048",63696,"GB",31,1,1,6,2,2,6,2,2,8,7,2,2,7,5,5,8,5,2,2,2,9,7,3,2,2,3,2,2,3,6,2,4,"Majoritarian","r",1.779410135,7,2,6.66666666666667
"11049",63752,"GB",24,5,1,3,2,2,5,2,3,9,6,2,3,3,4,5,2,2,2,2,2,7,7,3,1,2,3,1,2,2,7,2,4,"Majoritarian","r",1.779410135,8,2,4.66666666666667
"11050",63757,"GB",44,4,2,10,3,2,3,2,4,5,3,3,4,5,0,3,3,0,2,2,2,7,7,1,3,3,4,3,3,9,7,4,0,"Majoritarian","r",1.779410135,4,2,4.66666666666667
"11051",63831,"GB",23,6,2,2,4,2,1,1,2,6,6,2,2,3,7,7,3,7,1,1,1,7,7,2,3,3,3,2,1,9,8,1,0,"Majoritarian","r",1.779410135,5,1,4.66666666666667
"11052",63834,"GB",78,2,1,1,4,2,2,2,3,3,7,2,4,7,1,5,7,2,2,2,3,7,2,4,2,1,4,2,2,10,2,2,0,"Majoritarian","r",1.779410135,7,2,5
"11053",64019,"GB",66,1,1,2,3,2,3,2,1,4,5,5,4,5,0,0,5,0,2,2,2,6,3,4,1,1,5,3,5,8,3,2,4,"Majoritarian","r",1.779410135,7,2,0
"11054",64059,"GB",66,4,2,4,3,2,7,2,1,7,3,4,4,6,1,7,0,5,1,1,2,7,8,2,2,2,3,1,2,9,8,3,0,"Majoritarian","r",1.779410135,4,1,1.66666666666667
"11055",64097,"GB",73,6,1,8,4,2,7,2,2,6,5,2,3,8,0,6,3,0,2,2,3,5,5,2,3,2,3,3,4,10,5,1,0,"Majoritarian","r",1.779410135,3,2,5
"11056",64104,"GB",35,6,1,0,4,2,8,2,1,7,8,3,2,5,4,5,7,5,2,2,2,7,7,2,3,3,4,1,1,7,7,2,0,"Majoritarian","r",1.779410135,5,1,7
"11057",64142,"GB",24,5,1,0,2,2,1,2,2,3,4,4,3,5,3,4,3,4,2,2,2,5,6,3,2,2,2,1,1,0,4,1,4,"Majoritarian","r",1.779410135,4,2,4
"11058",64175,"GB",51,7,2,0,3,2,10,2,2,9,6,3,4,4,7,8,5,8,1,1,1,9,9,2,4,3,3,1,1,9,10,2,0,"Majoritarian","r",1.779410135,2,1,7.33333333333333
"11059",64225,"GB",62,5,1,2,3,2,10,1,1,7,5,3,4,6,0,4,5,2,2,2,2,3,2,2,2,2,4,2,2,8,2,4,0,"Majoritarian","r",1.779410135,2,2,1.66666666666667
"11060",64379,"GB",64,1,2,0,2,2,1,2,3,2,0,3,2,5,0,8,0,6,2,3,2,5,5,3,1,1,2,1,2,5,5,1,0,"Majoritarian","r",1.779410135,5,2,0
"11061",64385,"GB",36,2,1,1,1,2,5,2,2,0,7,5,5,0,0,0,1,1,2,2,2,5,5,4,1,1,1,2,2,10,5,1,3,"Majoritarian","r",1.779410135,4,2,0.333333333333333
"11062",64531,"GB",68,4,2,7,2,2,4,2,1,7,5,1,3,6,3,5,5,0,2,2,2,6,5,1,3,3,3,1,3,10,5,1,0,"Majoritarian","r",1.779410135,2,2,6
"11063",64603,"GB",61,6,1,6,5,2,10,1,1,7,6,2,4,6,5,8,5,5,1,2,3,8,7,2,3,3,3,2,2,10,7,1,0,"Majoritarian","r",1.779410135,2,1,6.33333333333333
"11064",64627,"GB",70,3,1,0,4,2,3,2,2,4,6,2,2,5,2,3,4,2,2,2,2,8,7,3,2,2,3,3,3,6,5,1,0,"Majoritarian","r",1.779410135,7,2,4
"11065",64628,"GB",64,6,2,0,3,2,2,2,3,3,4,2,2,5,4,4,3,5,1,1,1,7,7,4,2,1,2,1,2,2,7,2,0,"Majoritarian","r",1.779410135,2,2,0.666666666666667
"11066",64634,"GB",55,6,1,9,3,2,8,2,2,4,4,4,4,6,6,7,4,3,1,1,1,8,8,2,3,2,4,1,2,8,7,2,0,"Majoritarian","r",1.779410135,2,1,5.33333333333333
"11067",64662,"GB",73,5,2,0,5,2,6,2,1,8,6,1,1,3,7,8,7,8,2,2,2,9,9,2,4,3,4,1,1,9,10,1,0,"Majoritarian","r",1.779410135,2,1,6.66666666666667
"11068",64691,"GB",86,6,1,7,3,2,6,2,1,9,8,4,4,10,1,9,5,0,2,2,2,5,3,1,2,2,4,2,4,10,6,1,0,"Majoritarian","r",1.779410135,1,2,6.33333333333333
"11069",64710,"GB",63,5,2,3,3,2,2,2,3,3,4,4,1,5,0,3,4,1,3,3,4,9,1,4,1,1,2,1,1,4,7,1,4,"Majoritarian","r",1.779410135,5,2,1.33333333333333
"11070",64717,"GB",61,5,1,2,5,2,2,2,1,8,5,4,4,5,2,6,7,8,2,2,2,5,5,3,2,2,3,1,4,9,7,2,0,"Majoritarian","r",1.779410135,2,2,4.33333333333333
"11071",64725,"GB",78,5,1,4,3,2,6,2,2,8,7,3,4,7,3,5,7,3,2,2,2,6,7,2,3,2,3,3,4,8,6,3,0,"Majoritarian","r",1.779410135,4,2,6.33333333333333
"11072",64818,"GB",70,2,1,0,2,2,9,2,1,8,6,2,4,7,3,8,6,0,2,2,2,7,5,2,3,2,2,1,4,10,5,2,0,"Majoritarian","r",1.779410135,3,2,6.66666666666667
"11073",64822,"GB",72,1,1,6,2,2,1,1,3,3,7,2,2,7,1,5,5,0,2,2,4,7,4,1,2,2,3,2,4,10,8,1,0,"Majoritarian","r",1.779410135,9,2,2.33333333333333
"11074",64848,"GB",61,1,2,6,4,2,7,2,1,5,5,4,2,5,4,7,5,5,3,4,2,0,5,3,1,2,3,1,1,10,2,2,0,"Majoritarian","r",1.779410135,9,1,4
"11075",65027,"GB",30,7,2,5,3,2,7,2,3,5,5,1,2,4,4,5,5,3,1,1,1,7,9,2,3,3,3,1,1,7,9,3,0,"Majoritarian","r",1.779410135,2,1,3.66666666666667
"11076",65135,"GB",50,7,1,1,3,2,10,2,1,6,6,3,3,7,6,8,7,5,2,3,2,5,7,3,2,2,2,1,4,9,7,2,0,"Majoritarian","r",1.779410135,1,1,6.33333333333333
"11077",65254,"GB",53,7,1,1,2,2,2,1,1,8,7,2,4,6,0,5,6,2,1,1,1,9,7,2,3,4,4,1,2,8,8,2,4,"Majoritarian","r",1.779410135,2,2,4
"11078",65348,"GB",62,5,2,7,3,2,2,2,2,4,2,2,2,3,1,2,2,4,3,3,2,5,5,2,2,2,3,2,2,9,4,1,0,"Majoritarian","r",1.779410135,9,2,2.33333333333333
"11079",65410,"GB",46,5,2,5,3,2,7,2,3,6,5,2,2,5,6,6,6,6,3,3,3,5,6,2,3,3,3,2,2,8,6,1,0,"Majoritarian","r",1.779410135,3,1,6.33333333333333
"11080",65451,"GB",45,3,1,1,3,2,10,2,2,5,3,2,2,5,5,8,4,2,2,2,2,7,5,3,2,4,3,2,2,5,2,2,0,"Majoritarian","r",1.779410135,2,1,2
"11081",65473,"GB",37,7,1,7,3,2,10,2,1,8,4,4,4,4,7,8,4,8,2,2,2,8,8,2,4,2,3,2,2,2,9,4,0,"Majoritarian","r",1.779410135,2,1,7.33333333333333
"11082",65511,"GB",83,1,2,9,2,2,2,2,2,5,3,3,5,5,1,2,0,3,3,3,3,2,8,3,3,3,3,4,5,0,2,1,4,"Majoritarian","r",1.779410135,1,2,1.66666666666667
"11083",65547,"GB",69,4,1,0,4,2,6,2,1,5,3,3,4,4,4,4,4,3,2,2,2,8,8,1,2,3,2,2,2,9,8,1,0,"Majoritarian","r",1.779410135,3,1,4.66666666666667
"11084",65748,"GB",71,7,1,0,3,2,7,2,1,0,10,1,1,5,0,8,4,0,4,4,4,5,0,3,4,4,4,1,5,10,0,1,0,"Majoritarian","r",1.779410135,2,2,1.33333333333333
"11085",65840,"GB",62,7,2,3,3,2,10,1,1,5,4,4,5,6,3,3,2,4,1,1,2,8,9,2,3,3,3,1,2,9,9,3,0,"Majoritarian","r",1.779410135,1,1,4.66666666666667
"11086",65857,"GB",50,2,1,0,3,2,8,2,1,4,4,2,2,10,3,4,3,5,2,2,3,6,4,3,2,2,4,2,2,8,4,2,4,"Majoritarian","r",1.779410135,8,2,2
"11087",65870,"GB",36,7,2,5,4,2,9,2,1,8,5,4,3,4,7,8,5,8,1,1,1,8,8,2,3,3,4,1,1,7,8,1,0,"Majoritarian","r",1.779410135,2,1,6
"11088",65884,"GB",76,2,2,3,5,2,3,2,3,0,0,1,1,3,0,4,0,0,3,3,3,5,0,3,1,1,1,2,4,8,1,1,0,"Majoritarian","r",1.779410135,1,2,0
"11089",65920,"GB",69,5,1,5,3,2,7,2,1,4,4,2,4,5,5,5,3,3,2,2,2,6,5,2,2,2,4,2,4,9,4,2,0,"Majoritarian","r",1.779410135,1,1,4.66666666666667
"11090",66010,"GB",54,6,2,10,3,2,4,2,2,8,8,3,3,7,8,8,8,9,2,2,2,8,10,2,2,2,3,3,3,10,8,1,0,"Majoritarian","r",1.779410135,5,1,7.66666666666667
"11091",66037,"GB",58,1,2,1,3,2,3,1,1,3,4,1,2,10,1,1,3,3,2,2,3,0,3,2,2,2,2,1,1,9,5,1,0,"Majoritarian","r",1.779410135,1,2,1
"11092",66060,"GB",31,6,1,8,1,2,8,2,1,8,8,4,4,7,5,7,7,6,1,1,3,7,8,2,4,4,4,1,2,10,9,1,0,"Majoritarian","r",1.779410135,3,2,6.66666666666667
"11093",66085,"GB",54,4,2,2,4,2,3,2,3,5,2,1,1,5,0,0,0,1,4,4,4,0,0,4,2,1,1,1,5,6,0,1,0,"Majoritarian","r",1.779410135,5,2,0
"11094",66090,"GB",20,4,1,1,4,2,4,1,1,4,3,2,3,4,4,4,3,6,1,1,2,6,8,3,3,2,2,1,2,3,6,2,0,"Majoritarian","r",1.779410135,5,1,2.66666666666667
"11095",66125,"GB",76,4,2,7,4,2,5,2,1,6,2,2,2,8,3,3,5,7,2,2,3,5,3,1,2,2,2,3,4,9,4,1,0,"Majoritarian","r",1.779410135,1,2,4.33333333333333
"11096",66130,"GB",81,2,1,9,1,2,5,2,1,10,7,3,2,8,0,8,7,5,2,2,2,8,8,2,3,3,4,2,4,10,8,2,0,"Majoritarian","r",1.779410135,3,2,5.33333333333333
"11097",66131,"GB",21,2,1,4,4,2,1,1,4,4,4,1,4,6,0,7,0,0,3,3,3,6,6,2,4,2,3,1,1,7,6,2,4,"Majoritarian","r",1.779410135,9,2,3.33333333333333
"11098",66161,"GB",82,2,1,4,3,2,5,2,1,6,5,2,4,7,6,5,6,0,2,2,2,7,5,2,2,3,3,2,3,9,7,2,0,"Majoritarian","r",1.779410135,1,1,5.33333333333333
"11099",66325,"GB",57,2,2,8,2,2,10,2,1,6,5,2,4,6,6,7,5,5,1,1,1,7,7,2,3,3,4,2,2,8,6,2,0,"Majoritarian","r",1.779410135,5,1,6.33333333333333
"11100",66326,"GB",50,2,2,1,5,2,7,2,1,1,4,2,3,5,1,1,2,4,4,3,3,2,1,2,1,2,3,2,2,2,0,1,4,"Majoritarian","r",1.779410135,5,2,1
"11101",66348,"GB",40,6,2,0,4,2,6,1,3,4,4,3,5,2,7,7,4,7,2,2,2,7,7,1,4,3,4,1,1,6,6,2,0,"Majoritarian","r",1.779410135,3,1,7.33333333333333
"11102",66389,"GB",41,1,1,6,2,2,2,1,4,3,4,1,1,4,4,3,0,10,1,1,1,10,10,1,3,2,2,2,2,6,10,3,0,"Majoritarian","r",1.779410135,5,1,3.33333333333333
"11103",66401,"GB",56,5,2,3,3,2,1,2,2,5,4,2,4,0,0,0,3,6,3,3,3,6,5,3,1,2,2,2,1,6,6,3,0,"Majoritarian","r",1.779410135,5,2,0
"11104",66424,"GB",90,1,2,8,4,2,1,2,1,8,7,4,3,8,6,6,8,8,2,3,3,5,6,2,3,3,3,1,3,10,7,1,0,"Majoritarian","r",1.779410135,4,1,7.66666666666667
"11105",66537,"GB",73,1,2,5,3,2,3,2,1,5,6,2,2,8,4,7,7,4,2,2,3,4,3,2,2,2,2,2,3,7,5,2,0,"Majoritarian","r",1.779410135,5,1,5.33333333333333
"11106",66541,"GB",72,1,2,6,3,2,4,2,1,0,0,2,4,2,0,0,0,3,4,4,4,3,3,3,1,1,1,1,3,3,3,1,0,"Majoritarian","r",1.779410135,5,1,0
"11107",66622,"GB",45,5,2,0,2,2,2,1,2,3,5,1,2,3,6,6,3,2,1,1,1,10,10,2,3,3,2,1,1,7,10,3,0,"Majoritarian","r",1.779410135,5,1,4.66666666666667
"11108",66689,"GB",67,2,2,0,4,2,4,2,1,4,3,3,3,3,5,7,2,7,2,2,2,7,8,2,2,2,3,1,1,6,8,2,0,"Majoritarian","r",1.779410135,2,1,5.33333333333333
"11109",66714,"GB",56,4,1,2,3,2,8,2,1,4,6,4,4,6,6,6,3,6,3,3,4,5,5,3,3,3,2,2,4,5,7,4,0,"Majoritarian","r",1.779410135,7,1,4.33333333333333
"11110",66722,"GB",24,4,2,0,3,2,6,2,2,3,3,2,2,5,6,6,3,5,2,2,3,2,1,4,2,2,2,1,1,3,3,1,0,"Majoritarian","r",1.779410135,5,2,5
"11111",66899,"GB",44,6,2,1,2,2,3,2,2,3,2,1,4,4,1,6,2,0,3,3,3,5,2,3,3,2,2,1,2,6,5,1,0,"Majoritarian","r",1.779410135,3,2,1.33333333333333
"11112",66941,"GB",23,6,1,0,3,2,4,1,1,1,3,1,1,2,2,2,1,5,1,1,1,9,8,3,2,2,2,1,1,1,10,1,0,"Majoritarian","r",1.779410135,9,1,1.66666666666667
